sequence,label
rollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingfacewithtearsofjoyfacewithtearsofjoyrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingfacewithtearsofjoyrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyrollingonthefloorlaughingfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyrollingonthefloorlaughingfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyrollingonthefloorlaughingrollingonthefloorlaughingfacewithtearsofjoyfacewithtearsofjoyrollingonthefloorlaughingfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyrollingonthefloorlaughingfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyrollingonthefloorlaughingfacewithtearsofjoyfacewithtearsofjoyrollingonthefloorlaughingfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyrollingonthefloorlaughingfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyrollingonthefloorlaughingfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyrollingonthefloorlaughing,1
indian,1
listening two thousand twenty-two,0
seven yr old jamming,1
job views songsmilingfacewithhearteyes many years go nowwowgrinningfacefaceblowingakiss,1
kid married old reading two thousand twenty-two facewithrollingeyes,1
song evergreen,1
two thousand twenty-two july twenty-two,1
songs lover,1
living soothe song perpetual succession firefoldedhands,0
hated song smilingfacewithtearsmilingfacewithtear feel best song blessed voice,0
jay three ram aries,1
believe said one finds listening like facewithtearsofjoy,1
faceholdingbacktearsfaceholdingbacktearsredheart,1
legend watching 2o23,1
remember rage comics song,0
listening song two thousand twenty-two,0
precious childhood memory redhead already nineteen,1
one hundred twenty-one bro drake skull,0
song smilingfacewithsunglasses,1
two thousand twenty-two,0
two thousand twenty-two still masterpiece sparkles,1
damn sucks,0
everyone comments two thousand twenty-two wow years since drakeflushedface one hundred fourteen,1
much memories song redheartredheartredheartredheart two thousand twenty-two july twenty-two,1
top womandancing,1
bro july two thousand twenty-two,1
realizing drake video loudlycryingface,0
people two thousand ten watch people 2022here dislike check views,0
baby womandancingsparkles,1
form india love song,1
two thousand twenty-two hereheartexclamationsmilingfacewithhearts,1
come free fire free fire cola,1
quality still looks goodloudlycryingface,1
still listing two thousand twenty-two old,1
twenty-one mil likes fourteen mil dislikes,0
yaalgar better,1
legend watching july,1
of,1
song really amazing starstruck,1
two thousand twenty-two anybody facewithrollingeyes,1
listening july two thousand twenty-two,0
nigga sucks bowlingcatwithtearsofjoycatwithtearsofjoy,0
still two thousand twenty-two,1
ever reading 2022like commentexpressionlessface,1
watching two thousand twenty-two hits different,1
two thousand twenty-two send message comment box remember song,1
self,1
randomly reading comments two thousand twenty-two,0
two hundred thirteen fav part,1
smilingfacewithheartssmilingfacewithheartsfaceblowingakissfaceblowingakissfaceblowingakiss,1
worry one listening masterpiece two thousand twenty-two,1
old song,0
ready twenty-eight,1
two thousand twenty-two yellowheart,0
legend understand song value,1
girlslike him boysdislike him,0
listening 22072022manfacepalmingslightlysmilingface,1
randomly reading comments july two thousand twenty-three,0
listen two thousand twenty-two likewise,0
2022eyesfirefire,1
like justinredheartcrown,1
hi big fan big fan aditya,1
anyone related,1
people come see views right like,1
est male crushloudlycryingfaceraisedbackofhand,0
justin heroine gor bathe justin,1
anyone two thousand twenty-two july smilingfacewithsmilingeyessmilingfacewithsmilingeyes,1
still watching two thousand twenty-two believer forever,1
imagine job views him comment eyes,1
two thousand twenty-two yea yea yea yea,1
lol cool guess,1
july two hundred twenty-two thousand twenty-two 122pmsmilingfacewithsmilingeyesheartsuit,1
grinningfacewithsweatgrinningfacewithsweatgrinningfacewithsweat,1
age girl justin bieber facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy,1
forty-eight million comments two thousand twenty-two,1
hmmmmm,0
matter many times listen song never gets old really love songsmilingcatwithhearteyes,1
one greatest finest masterpiece ever heartsuit,1
first teenager crush girl even like,0
still listening two thousand twenty-two redhead,1
real degenerocitys video,0
still fire day,1
virgin ears bleeding,0
hello justin beaver beaverrollingonthefloorlaughinggrinningsquintingfacefacewithtearsofjoy,1
like songsmilingfacewithhearts,1
man twelve years ago uploaded wow,0
give like feel justin thinkingfacethinkingface,0
people still watch two thousand twenty-two say thank letting waste time scrolling,0
yrs time flying lie,0
whose 2022bluehearteyes,1
july two thousand twenty-two steel listening crazy,0
wow crush arian grande saw google asked google song taylor swift okay,1
back two thousand twenty-two,1
getting girl works days facewithtearsofjoy time say go away,0
drake see,1
writting two thousand twenty-two girl crush the time 21facewithoutmouth,0
hello justin,1
july just two thousand twenty-two,1
oooooh him subs wow,1
say log english hi comment or rhe koi hindustani bhai hi hai kyfacewithtearsofjoy,0
twelve years old song last song ever redhead,1
ou baby,1
july twenty-one two thousand twenty-two,1
goddamn forgot see dislikes anymore came,0
know downloaded extension see many dislikes him moment,0
facescreaminginfearpleadingfacehotfacediamondwithadot,0
haha,1
hahaha rollingonthefloorlaughing,0
listening two thousand twenty-two lol,1
"songs want cute going one thousand , two hundred twelve",1
still listening 2022firefirefirefirefirefirefirefirefirefirefirefirefirefirefirefirefirefirefirefirebombbombbomb,0
song come born facewithtearsofjoy,0
like three justin bieber songs one think names two,1
poeple dislike good,1
watching july two thousand twenty-two,0
night two hundred listening song rollingonthefloorlaughing,1
diary wimpy kid version better lol facewithtearsofjoyfacewithtearsofjoy,1
see drake video one hundred twenty-one,1
eros,1
guys two thousand twenty-two listening pearl,1
redheartredheartredheartyou know love,1
immediately wanted smileyface bowling ball even though never bowl,1
watching july two thousand twenty-two grinningfacewithsweatgrinningfacewithsweatgrinningfacewithsweat,0
two thousand twenty-two guys getting old,0
anyone watching two thousand twenty-two bus justin paralyses half faceloudlycryingface,0
2022smilingfacewithheartseyes love songpleadingface,1
dislike button,0
july twenty-one two thousand twenty-two,1
forty ate rock candy,0
listening two thousand twenty-two,0
hand still listening headphone two thousand twenty-two,0
love bangladesh bangladeshbangladeshbangladesh,1
ten year later today,1
song old good time,1
try two thousand twenty-two,1
cut,0
ten billion song,1
yo know drake therefacewithtearsofjoy also two thousand twenty-two comment,0
going see views,1
ilovesinger,1
kind looks like girl boy umbrella academy netflix,0
sparklesheartsuitsparkleskissmarkkissmarkkissmark,1
sabot na million comments hahaha deserve,1
drake one hundred fourteen,0
bad oh,0
still listen song 2022redheart one favouritesredheartredheart,1
free fire justin bieber xdxdxdxd random,0
let see many legends watching masterpiece july 2022sparklespartyingfacepartypopperpartypopper,1
childhood favorite smilingfacewithsunglasses,1
old guys,0
seenoevilmonkeysmilingfacewithhearteyesraisinghandsstarstruckrollingonthefloorlaughingroastedsweetpotatostrawberrybroccoliredapplesoccerballbadmintonpool8ballconfoundedfacefacewithmedicalmask,0
ahah old song,1
pensivefacepensivefacepensivefacepensiveface time goes without knowing cryingface,0
twenty-one july two thousand twenty-two,1
racist,0
racist,0
fuck voice became today voice,0
listening remembers sensations redheartcreated,1
back two thousand nineteen used listen song everyday,1
song made crazy never get age,0
lol facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy,1
missed days world seemed fine growingheartgrowingheartgrowingheart,1
know people hate song every thing lyrics justin voice beat,0
ops two thousand twenty-two,1
used childhood song still issmilingfacewithhearts,1
still good two thousand twenty-three,1
seance drake video loudlycryingfaceloudlycryingfaceloudlycryingface,0
love thes song redheartredheartredheartredheart,1
"twenty-one million , seventy-two thousand twenty-two",1
one reason youtube disabled dislike button balanced song youtube,0
look view music video manning insane,0
stop listening two thousand twenty-two way,0
two thousand twenty-two raisinghands,1
song never gets old,1
two thousand twenty-two still stuck,0
"twenty million , two hundred twenty thousand , seven hundred twenty-one",1
love song partyingfaceredheartbeatingheart,1
twelve yr ago song cool bro heartsuit,1
vietnamese,1
friday twenty-four june two thousand eleven,1
still love song two thousand twenty-two,1
wooahhahhhhhhhhhhhhh,1
indiaindia,1
turns,1
many listening song like purpleheartpurpleheart two thousand twenty-two,1
two thousand twenty-two heresmilingfacewithhearteyes,1
om got sixty-nine million subscribers om,1
song never gets old heartonfire,1
baby baby oh ya,1
yay,1
wowowowowowo,1
heard song countless times already actually first time watching my know song hits,1
disliked video youtube bad removed dislikes,0
2022smilingfacewithsunglasses,1
hi would like meet one day sparklessmilingfacewithhearts,1
attention hit like button two thousand twenty-two,1
finally twelve years firelegends watching july two thousand twenty-two redhead justin bieber faceblowingakiss,1
worry still listening song july two thousand twenty-two,1
"seventy-two thousand , one hundred twenty-two",1
see two thousand twenty-two train withal realise,0
love love simple cool smilingfacewithhearts,1
two thousand twenty-two still listening listening old new songs justin goat musicwhiteheartthumbsup,1
song stupid suffer karaoke nightfacevomitingfacevomitingfacevomiting,0
shit aids,0
jesus way amen foldedhands,1
to recommended,1
take sare song tube halo,1
else watching in2022,1
still listening lol,1
still watching two thousand twenty-two,0
like songs justin bieber smilingfacewithheartsredheart,1
man dude wind meme wind listen privately bop,1
nine years old ith class,1
miss eternal dislike like bar battle,0
justin bieber congrats getting married stuff,1
loudlycryingfaceredheart justine love,1
hhhhhh thirty years old stil listening,0
two thousand twenty-two still obsessed songwearyface,0
anyone suffering heart brake,0
"twenty million , seventy-two thousand twenty-two loudlycryingfacegrowingheart",0
cute,1
ooo oval oval never get old matter many years passes awayrollingonthefloorlaughingrollingonthefloorlaughing,1
favourite songs bangladeshgrowingheart,1
song never gets old redheartredheart,1
hearing song two thousand twenty-two,1
dislike button useless got something similar thatbackhandindexpointingdown,0
aga,1
legends watching two thousand twenty-two,1
two thousand twenty-two put spot,1
three hundred thirteen luna got rollingonthefloorlaughing,1
legend watching two thousand twenty-two,1
songs really good like old mun dad,1
reading two thousand twenty-two,1
old gold,1
also watching song clinkingglassesredhearthighvoltagesparkles,1
song goes hard idea,0
attention corny dipshit every old song,0
sahil,1
listening song two thousand twenty-two,0
nicesmilingfacewithsunglasses,1
"middlefingerrollingonthefloorlaughingmiddlefingerrollingonthefloorlaughingmiddlefingerrollingonthefloorlaughingmiddlefinger two million , seventy-two thousand twenty-two one thousand thirteen am",0
back 2022raisinghandsraisinghandsraisinghands,1
one best songs falling love breakup time poor perfectspecelly teenagers like meh heartsuit,1
someone wanting listen song two thousand twenty-two,1
two thousand twenty-two anyone,0
still two thousand twenty-two,1
legends listen song two thousand twenty-two,1
ask clingy,1
girl still listening ya facewithtearsofjoypurpleheartwomangesturingok justin,1
"ending king kong wow empire state building one thousand , nine hundred thirty-three",1
somebody randomly reading comments like two thousand seven,0
legend watching in2022,1
listening two thousand twenty-two really crazy starstruck,0
peoples watching legend twelve years later,1
still listening headphone two thousand twenty-two fav song thumbs,1
two thousand twenty-two smilingfacewithhearteyes,1
childhood memories purpleheart fav clinkingglasses,1
jeez one yr older song om long,0
come two thousand twenty-two like backhandindexpointingdown,1
hi love perfect today,1
everybody hated song,0
anyone two thousand twenty-nine,0
iam two thousand twenty-two,1
reading two thousand twenty-two,1
songs best songs ever herd,1
nice voice twoheartsredheartloveyougesturehotface,1
two thousand twenty-two still listening hit like,1
mast song,1
let us see many people still watch two thousand twenty-two,1
get well soon justin bieber one hundred percent recovered ramsay hunt syndrome,1
twelve years old song comment section still active hushedfacevictoryhandvictoryhand,1
good one disliked videos,0
still two thousand twenty-two shows love goings maybe know heartbreaking one day forever,1
2022bubbleteavictoryhand,1
good old days disliked video ever,0
listening song two thousand twenty-two,0
much calibers,1
satelliteantennaalienfranceisraelpackagebrainunitedstatestelevisioneyeredheart,1
old ok,0
two thousand twenty-two,1
listening song 2022smilingfacewithopenhandsbeamingfacewithsmilingeyes,1
